item_id,范畴,次范畴,学习能力,项目,目标,备注（观察？）,评估辅助物品,评估方法,成功标准,最小月龄,最大月龄
3-1-4-0-0,语言,语言理解,听觉反应,对声音作出反应,对人声作出反应,暂无,暂无,暂无,暂无,0,6
3-1-4-0-1,语言,语言理解,听觉反应,寻找声音来源,找寻乐器声音来源,暂无,暂无,在进行上述测试的时候，如果儿童能转向声源就可以给分,头或者身体必须转向正确的声源方向注：左丶右两边各做1次,6,12
3-1-4-1-0,语言,语言理解,听觉反应,寻找声音来源,找寻动物声音来源,暂无,暂无,暂无,暂无,6,12
3-1-4-2-0,语言,语言理解,听觉反应,寻找声音来源,找寻环境声来源,暂无,暂无,暂无,暂无,6,12
3-1-4-2-1,语言,语言理解,听觉反应,寻找声音来源,找寻人声来源,暂无,暂无,暂无,暂无,6,12
3-1-4-2-2,语言,语言理解,听觉反应,理解说话的语气,明白赞赏的语气,暂无,暂无,暂无,暂无,6,12
3-1-4-2-3,语言,语言理解,听觉反应,理解说话的语气,明白责骂的语气,暂无,暂无,暂无,暂无,6,12
3-1-5-0-0,语言,语言理解,环境性理解,对自己的名字作出反应,对自己的名字作出反应,暂无,暂无,在安静的情况下和儿童不注意的时候·在离儿童约60.96厘米的位置叫他的名字，转头看向叫唤者,望向叫唤者注：如果儿童用声音或者说话作响应·例如：「嗯？」、「啊？」「什么？」‘都可以给分,6,12
3-1-5-0-1,语言,语言理解,环境性理解,对生活化的说话作出反应,对生活化的说话作出反应,暂无,暂无,暂无,暂无,6,12
3-1-5-1-0,语言,语言理解,环境性理解,理解「不」的意思,对「不准」、「不好」、「不可以J的指示作出反应,暂无,暂无,在儿童不守规则时对他说：「不好」、「不准」、「不行」或「不可以」‘并且观察儿童的反应,立刻停止正在进行的活动,6,12
3-1-5-1-1,语言,语言理解,环境性理解,理解环境指令,在特定环境的提示下明白口头指令,暂无,物品4件：垃圾桶纸巾塑料篮玩具鸭子,1.在儿童离开时对儿童说：「拜拜！/再见！」2.把垃圾桶放在儿童附近·又能看见的位置·然后给儿童纸巾，指示儿童擦嘴巴，再对儿童说：「扔垃圾！」3.从塑料篮里拿出玩具鸭子给儿童玩·然后把塑料篮放在儿童面前。等儿童玩一会儿后；说：「收玩具啦！」,儿童必须按照示做动作1.挥手或者说「拜拜／再见」作出回应2、3如果儿童已经尝试做出摆放动作，不论是不是成功放进篮子·都可以给分,13,18
3-1-5-2-0,语言,语言理解,日常指示理解,理解日常指令,理解日常指令,暂无,暂无,暂无,暂无,13,24
3-1-5-2-1,语言,语言理解,日常指示理解,理解一个部分的指令,明白「拿」丶「给」丶「放」的指令,暂无,暂无,暂无,暂无,13,18
3-1-5-2-2,语言,语言理解,词汇理解,理解名词,明白身体部分名称,暂无,暂无,暂无,暂无,13,48
3-1-5-2-3,语言,语言理解,词汇理解,理解名词,明白食物的名称,暂无,实物4件：牛奶面包饼干米饭,在儿童面前横着排列4件物品·对儿童说：「这里有些物品；你看看吧°」然后问儿童：「牛奶呢？』儿童完成动作后·无论是否做对，评估员需要把物品放回原位·然后才给另个新指令，如此类推,拿取或者指出适当的物品,13,48
3-1-5-2-4,语言,语言理解,词汇理解,理解名词,明白衣物的名称,暂无,暂无,暂无,暂无,13,48
3-1-5-3-0,语言,语言理解,词汇理解,理解名词,明白日常用品的名称,暂无,暂无,暂无,暂无,13,48
3-1-5-3-1,语言,语言理解,词汇理解,理解名词,明白交通工具的名称,暂无,暂无,暂无,暂无,13,48
3-1-5-4-0,语言,语言理解,词汇理解,理解名词,明白水果的名称,暂无,暂无,暂无,暂无,13,48
3-1-5-4-1,语言,语言理解,词汇理解,理解名词,明白餐具的名称,暂无,暂无,暂无,暂无,13,48
3-1-5-4-2,语言,语言理解,词汇理解,理解名词,明白家具的名称,暂无,玩具实物4件：桌子子床衣柜,在儿童面前横着排列4件物品，对儿童说：「这里有些物品；你看看吧。然后问儿童：「桌子呢？儿童完成动作后，无论是否做对，评估员需要把物品放回原位，然后才发出另一个新指令，如此类推,拿取或者指出适当的物品,13,48
3-1-5-4-3,语言,语言理解,词汇理解,理解名词,明白玩具的名称,暂无,暂无,暂无,暂无,13,48
3-1-5-4-4,语言,语言理解,词汇理解,理解名词,明白人物的名称,暂无,暂无,暂无,暂无,13,48
3-1-5-4-5,语言,语言理解,词汇理解,理解名词,明白动物的名称,暂无,动物模型6只：狗兔子猪牛大象长颈鹿,在儿童面前横着排列6种动物模型，对儿童说：「这里有些模型，你看看吧。然后问儿童：「狗呢？」儿童完成动作后，无论是否做对，评估员需要把模型放回原位，然后再给另一个新指令，如此类推,拿取或者指出适当的动物模型,13,48
3-1-5-4-6,语言,语言理解,词汇理解,理解名词,明白地方的名称,暂无,暂无,暂无,暂无,13,48
3-1-5-4-7,语言,语言理解,词汇理解,理解名词,明白家用电器的名称,暂无,暂无,暂无,暂无,13,48
3-1-5-4-8,语言,语言理解,词汇理解,理解名词,明白不常用的名词,暂无,图片1张：云直升机小提琴皮带吸尘机罐头刀奇异果厨师熊猫,在儿童面前摆放1张图片对儿童说：「这里有一张图片，你看看。」然后问儿童：「云呢？如此类推,指向适当的图片,37,72
3-1-5-4-9,语言,语言理解,词汇理解,理解名词,明白种类名词,暂无,图片1张：文具水果电器玩具乐器昆虫,在儿童面前摆放1张图片对儿童说：「这里有一张图片，你看看。然后问儿童：「哪些是文具呀？如此类推,指向适当的图片,37,72
3-1-5-4-10,语言,语言理解,词汇理解,理解动词,明白常用动作的名称,暂无,照片6张：哭扫地游泳照相排队笑,在儿童面前把6张照片横着排列成2行，对儿童说：『这里有些照片，你看看。」然后问儿童：「哪张是在哭呀？」完成后把照片放回原位，再继续进行测试，如此类推,拿取或者指出适当的照片,13,36
3-1-5-4-11,语言,语言理解,词汇理解,理解动词,明白不常用动作的名称,暂无,照片6张：推捶翻捏拧拉,在儿童面前把6张照片横着排列成2行，对儿童说：『这里有些照片你看看。」然后问儿童：「哪张是在推呀？」完成后把照片放回原位，再继续进行测试，如此类推,拿取或者指出适当的照片,37,72
3-1-5-4-12,语言,语言理解,词汇理解,理解形容词,明白描述物品或者人物特征的形容词,暂无,实物2件：干净袜子脏袜子,在儿童面前摆放2只袜子，对儿童说：「这里有些物品；你看看。」然后问儿童：「哪只是脏的呀？」完成后把物品放回原位·然后再问：「哪只是干净的呀？」,拿取或者指出适当的物品物品摆放的位置：干净-->儿童的左边脏-->儿童的右边,13,48
3-1-5-4-13,语言,语言理解,词汇理解,理解形容词,明白描述物品或者人物特征的形容词,暂无,暂无,暂无,暂无,49,72
3-1-5-4-14,语言,语言理解,词汇理解,理解形容词,明白情感形容词,暂无,图片1张：高兴生气伤心无聊,在儿童面前摆放1张图片，对儿童说：「这里有张图片，你看看°然后问儿童：「哪个是高兴呀？」如此类推,指出适当的图片,49,72
3-1-5-5-0,语言,语言理解,词汇理解,理解方位词,明白方位词,暂无,暂无,暂无,暂无,19,48
3-1-5-6-0,语言,语言理解,词汇理解,理解方位词,明白方位词,暂无,暂无,暂无,暂无,49,72
3-1-5-6-1,语言,语言理解,词汇理解,理解数词,明白数词,暂无,暂无,暂无,暂无,25,72
3-1-5-6-2,语言,语言理解,词汇理解,理解量词,明白量词,暂无,暂无,暂无,暂无,25,72
3-1-5-7-0,语言,语言理解,词汇理解,理解代名词,明白单数代名词,暂无,暂无,暂无,暂无,25,60
3-1-5-8-0,语言,语言理解,词汇理解,理解代名词,明白众数代名词,暂无,暂无,暂无,暂无,25,60
3-1-5-8-1,语言,语言理解,词汇理解,理解专属代名词,明白单数专属代名词,暂无,暂无,暂无,暂无,25,60
3-1-5-9-0,语言,语言理解,词汇理解,理解专属代名词,明白众数专属代名词,暂无,暂无,暂无,暂无,25,60
3-1-5-10-0,语言,语言理解,词汇理解,理解副词,明白时间副词,暂无,照片3张：1.哥哥马上吃面包2.哥哥正在吃面包3.哥哥已经吃完了面包,在儿童面前把照片1、2和3从左到右顺序排列，对儿童说：「这里有些照片，你看看。」然后问儿童：「哪个准备吃呀？」完成后把照片放回原位，然后再问：「哪个正在吃呀？」最后问：「哪个已经吃完了呀？」,拿取或者指出适当的照片,31,72
3-1-5-11-0,语言,语言理解,词汇理解,理解副词,明白将来式时态词,暂无,暂无,暂无,暂无,25,48
3-1-6-0-0,语言,语言理解,词汇理解,理解副词,明白过去式时态词,暂无,暂无,暂无,暂无,25,48
3-1-6-0-1,语言,语言理解,词汇理解,理解副词,明白进行式时态词,暂无,暂无,暂无,暂无,25,48
3-1-6-1-0,语言,语言理解,词汇理解,理解副词,明白程度副词,暂无,图片1张：糖果,在儿童面前摆放1张图片，对儿童说：这里有张图片你看看。然后问儿童：「哪里糖果最多呀？然后再向「哪里糖果最少呀？,指出适当的图片,31,72
3-1-6-2-0,语言,语言理解,词汇理解,理解否定词,明白否定词,暂无,暂无,暂无,暂无,13,30
3-1-6-3-0,语言,语言理解,词汇理解,理解关联词,明白连词,暂无,暂无,暂无,暂无,37,72
3-1-6-4-0,语言,语言理解,简单句子理解,理解双词短句,明白由人或动物和动作名称组成的双词短句,暂无,暂无,暂无,暂无,25,48
3-1-6-4-1,语言,语言理解,简单句子理解,理解双词短句,明白由人或动物和物品名称组成的双词短句,暂无,暂无,暂无,暂无,25,48
3-1-6-5-0,语言,语言理解,简单句子理解,理解双词短句,明白由人或动物和地方名称组成的双词短句,暂无,实物6件：苹果饼干勺子碟子篮子桌子,把苹果丶饼干和勺子横着排列在儿童的左边，把碟子、篮子和桌子横着排列在儿童的右边，对儿童说：「这里有一些物品，你看看·」然后再向儿童说：「把苹果放在碟子里°」完成后把物品放回原位，然后给儿童第二个指令：「把勺子放在篮子里°」最后给儿童第三个指令：「把饼干放在桌子上°,按照指示做出动作,25,48
3-1-6-5-1,语言,语言理解,简单句子理解,理解双词短句,明白由动作和人或动物名称组成的双词短句,暂无,暂无,暂无,暂无,25,48
3-1-6-5-2,语言,语言理解,简单句子理解,理解双词短句,明白由动作和物品名称组成的双词短句,暂无,暂无,暂无,暂无,25,48
3-1-6-5-3,语言,语言理解,简单句子理解,理解双词短句,明白由动作和地方名称组成的双词短句,暂无,暂无,暂无,暂无,25,48
3-1-6-5-4,语言,语言理解,简单句子理解,理解双词短句,明白由物品和人或动物名称组成的双词短句,暂无,暂无,暂无,暂无,25,48
3-1-6-5-5,语言,语言理解,简单句子理解,理解双词短句,明白由物品和地方名称组成的双词短句,暂无,暂无,暂无,暂无,25,48
3-1-6-6-0,语言,语言理解,简单句子理解,理解双词短句,明白由地方和物品名称组成的双词短句,暂无,暂无,暂无,暂无,25,48
3-1-6-6-1,语言,语言理解,简单句子理解,理解双词短句,明白由两个物品名称组成的双词短句,暂无,暂无,暂无,暂无,25,48
3-1-6-7-0,语言,语言理解,简单句子理解,理解双词短句,明白由形容词或方位词和人物或动物或物品名称组成的双词短句,暂无,实物4件：大皮球小皮球大玩具车小玩具车,在儿童面前横着排列4件物品·对儿童说：「这里有一些物品·你看看°」然后问儿童：「大皮球呢？」完成后把物品放回原位，再问：「小玩具车呢？」最后问：「小皮球呢？」,拿取或者指出适当的物品,25,48
3-1-6-8-0,语言,语言理解,简单句子理解,理解双词短句,明白由两个形容词组成的双词短句,暂无,实物4件：红色长腊笔红色短腊笔蓝色长腊笔蓝色短腊笔,在儿童面前横着排列4件物品·对儿童说：「这里有一些物品·你看看°」然后问儿童：「蓝色的短腊笔呢？」完成后把物品放回原位·再问：「红色的短腊笔呢？」最后问：「蓝色的长腊笔呢？了,拿取或者指出适当的物品,25,48
3-1-6-9-0,语言,语言理解,简单句子理解,理解三词句子,明白由人或动物丶动作和物品名称组成的三词句子,暂无,暂无,暂无,暂无,37,48
3-1-6-9-1,语言,语言理解,简单句子理解,理解三词句子,明白由人或动物、动作和地方名称组成的三词句子,暂无,暂无,暂无,暂无,37,48
3-1-6-9-2,语言,语言理解,简单句子理解,理解三词句子,明白由人或动物和两个物品名称组成的三词句子,暂无,模型玩具8件：香蕉汽水汉堡包菜红萝卜宝宝小狗妈妈,把香蕉·汽水汉堡包·菜红萝卜横着排列在儿童面前·然后把宝宝、小狗、妈妈横着排列在物品的后排，对儿童说：「这里有一些物品，你看看。」然后对儿童说：「宝宝要香蕉和汉堡包。」完成后把物品放回原位，再给儿童第二个指令：「小狗要汽水和菜。」最后给儿童第三个指令：宝宝要汉堡包和红萝卜°,按照指令做出动作注：放置人、动物和食物时，两排物品之间必须保留足够的空间,37,48
3-1-7-0-0,语言,语言理解,简单句子理解,理解三词句子,明白由人或动物、物品和地方名称组成的三词句子,暂无,暂无,暂无,暂无,37,48
3-1-7-0-1,语言,语言理解,简单句子理解,理解三词句子,明白由两个物品和人或动物名称组成的三词句子,暂无,暂无,暂无,暂无,37,48
3-1-7-0-2,语言,语言理解,简单句子理解,理解三词句子,明白由三个物品名称组成的三词句子,暂无,暂无,暂无,暂无,37,48
3-1-7-0-3,语言,语言理解,简单句子理解,理解三词句子,明白由地方、物品和人或动物名称组成的三词句子,暂无,暂无,暂无,暂无,37,48
3-1-7-0-4,语言,语言理解,简单句子理解,理解三词句子,明白由形容词或方位词、物品和地方名称维成的三词句子,暂无,暂无,暂无,暂无,37,48
3-1-7-0-5,语言,语言理解,简单句子理解,理解三词句子,明白由形容词-物品和人或动物名称组成的三词句子,暂无,暂无,暂无,暂无,37,48
3-1-7-1-0,语言,语言理解,简单句子理解,理解三词句子,明白由物品·地方名称和方位词组成的三词句子,暂无,实物或模型8件：橡皮钮扣积木钱碟子床桌子沙发,把橡皮、钮扣、积木、钱横着排列在儿童的左边，把床、桌子、沙发、碟子横着排列在儿童的右边，对儿童说：「这里有一些物品，你看看。」然后对儿童说：「把钱放在沙发下面。」完成后把物品放回原位，再给儿童第二个指令：「把积木放在床上°」最后给儿童第三个指令：「把钮扣放在碟子下面°」,按照指令执行动作,37,48
3-1-7-1-1,语言,语言理解,简单句子理解,理解三词句子,明白由两个形容词和一个人或动物名称组成的三词句子,暂无,暂无,暂无,暂无,37,48
3-1-7-1-2,语言,语言理解,简单句子理解,理解三词句子,明白由形容词、物品名称和方位词组成的三同句子,暂无,暂无,暂无,暂无,37,48
